date,value
"2009-12-08 00:00:00",107
"2009-12-09 00:00:00",109
"2009-12-10 00:00:00",104
"2009-12-11 00:00:00",112
"2009-12-12 00:00:00",112
"2009-12-13 00:00:00",114
"2009-12-14 00:00:00",107
"2009-12-15 00:00:00",112
"2009-12-16 00:00:00",137
"2009-12-17 00:00:00",172
"2009-12-18 00:00:00",225
"2009-12-19 00:00:00",199
"2009-12-20 00:00:00",175
"2009-12-21 00:00:00",176
"2009-12-22 00:00:00",162
"2009-12-23 00:00:00",154
"2009-12-24 00:00:00",154
"2009-12-25 00:00:00",150
"2009-12-26 00:00:00",174
"2009-12-27 00:00:00",168
"2009-12-28 00:00:00",137
"2009-12-29 00:00:00",171
"2009-12-30 00:00:00",141
"2009-12-31 00:00:00",138
"2010-01-01 00:00:00",134
"2010-01-02 00:00:00",126
"2010-01-03 00:00:00",186
"2010-01-04 00:00:00",183
"2010-01-05 00:00:00",198
"2010-01-06 00:00:00",163
"2010-01-07 00:00:00",154
"2010-01-08 00:00:00",153
"2010-01-09 00:00:00",151
"2010-01-10 00:00:00",190
"2010-01-11 00:00:00",159
"2010-01-12 00:00:00",161
"2010-01-13 00:00:00",166
"2010-01-14 00:00:00",145
"2010-01-15 00:00:00",142
"2010-01-16 00:00:00",126
"2010-01-17 00:00:00",131
"2010-01-18 00:00:00",126
"2010-01-19 00:00:00",124
"2010-01-20 00:00:00",158
"2010-01-21 00:00:00",184
"2010-01-22 00:00:00",136
"2010-01-23 00:00:00",162
"2010-01-24 00:00:00",155
"2010-01-25 00:00:00",215
"2010-01-26 00:00:00",201
"2010-01-27 00:00:00",166
"2010-01-28 00:00:00",179
"2010-01-29 00:00:00",201
"2010-01-30 00:00:00",214
"2010-01-31 00:00:00",167
"2010-02-01 00:00:00",193
"2010-02-02 00:00:00",146
"2010-02-03 00:00:00",272
"2010-02-04 00:00:00",234
"2010-02-05 00:00:00",227
"2010-02-06 00:00:00",206
"2010-02-07 00:00:00",222
"2010-02-08 00:00:00",208
"2010-02-09 00:00:00",210
"2010-02-10 00:00:00",173
"2010-02-11 00:00:00",174
"2010-02-12 00:00:00",188
"2010-02-13 00:00:00",235
"2010-02-14 00:00:00",219
"2010-02-15 00:00:00",185
"2010-02-16 00:00:00",201
"2010-02-17 00:00:00",250
"2010-02-18 00:00:00",215
"2010-02-19 00:00:00",195
"2010-02-20 00:00:00",210
"2010-02-21 00:00:00",227
"2010-02-22 00:00:00",265
"2010-02-23 00:00:00",251
"2010-02-24 00:00:00",177
"2010-02-25 00:00:00",158
"2010-02-26 00:00:00",176
"2010-02-27 00:00:00",175
"2010-02-28 00:00:00",159
"2010-03-01 00:00:00",199
"2010-03-02 00:00:00",193
"2010-03-03 00:00:00",158
"2010-03-04 00:00:00",188
"2010-03-05 00:00:00",173
"2010-03-06 00:00:00",183
"2010-03-07 00:00:00",183
"2010-03-08 00:00:00",130
"2010-03-09 00:00:00",148
"2010-03-10 00:00:00",169
"2010-03-11 00:00:00",136
"2010-03-12 00:00:00",123
"2010-03-13 00:00:00",154
"2010-03-14 00:00:00",127
"2010-03-15 00:00:00",140
"2010-03-16 00:00:00",129
"2010-03-17 00:00:00",139
"2010-03-18 00:00:00",149
"2010-03-19 00:00:00",162
"2010-03-20 00:00:00",204
"2010-03-21 00:00:00",190
"2010-03-22 00:00:00",186
"2010-03-23 00:00:00",220
"2010-03-24 00:00:00",182
"2010-03-25 00:00:00",202
"2010-03-26 00:00:00",213
"2010-03-27 00:00:00",184
"2010-03-28 00:00:00",192
"2010-03-29 00:00:00",207
"2010-03-30 00:00:00",221
"2010-03-31 00:00:00",214
"2010-04-01 00:00:00",179
"2010-04-02 00:00:00",161
"2010-04-03 00:00:00",166
"2010-04-04 00:00:00",183
"2010-04-05 00:00:00",181
"2010-04-06 00:00:00",174
"2010-04-07 00:00:00",204
"2010-04-08 00:00:00",195
"2010-04-09 00:00:00",224
"2010-04-10 00:00:00",298
"2010-04-11 00:00:00",265
"2010-04-12 00:00:00",247
"2010-04-13 00:00:00",209
"2010-04-14 00:00:00",223
"2010-04-15 00:00:00",290
"2010-04-16 00:00:00",234
"2010-04-17 00:00:00",250
"2010-04-18 00:00:00",3351
"2010-04-19 00:00:00",276
"2010-04-20 00:00:00",243
"2010-04-21 00:00:00",251
"2010-04-22 00:00:00",199
"2010-04-23 00:00:00",200
"2010-04-24 00:00:00",202
"2010-04-25 00:00:00",205
"2010-04-26 00:00:00",211
"2010-04-27 00:00:00",233
"2010-04-28 00:00:00",227
"2010-04-29 00:00:00",180
"2010-04-30 00:00:00",170
"2010-05-01 00:00:00",210
"2010-05-02 00:00:00",180
"2010-05-03 00:00:00",188
"2010-05-04 00:00:00",177
"2010-05-05 00:00:00",162
"2010-05-06 00:00:00",177
"2010-05-07 00:00:00",158
"2010-05-08 00:00:00",182
"2010-05-09 00:00:00",183
"2010-05-10 00:00:00",157
"2010-05-11 00:00:00",130
"2010-05-12 00:00:00",159
"2010-05-13 00:00:00",167
"2010-05-14 00:00:00",153
"2010-05-15 00:00:00",113
"2010-05-16 00:00:00",133
"2010-05-17 00:00:00",178
"2010-05-18 00:00:00",223
"2010-05-19 00:00:00",207
"2010-05-20 00:00:00",237
"2010-05-21 00:00:00",235
"2010-05-22 00:00:00",226
"2010-05-23 00:00:00",309
"2010-05-24 00:00:00",250
"2010-05-25 00:00:00",254
"2010-05-26 00:00:00",287
"2010-05-27 00:00:00",267
"2010-05-28 00:00:00",277
"2010-05-29 00:00:00",239
"2010-05-30 00:00:00",200
"2010-05-31 00:00:00",194
"2010-06-01 00:00:00",183
"2010-06-02 00:00:00",194
"2010-06-03 00:00:00",235
"2010-06-04 00:00:00",173
"2010-06-05 00:00:00",190
"2010-06-06 00:00:00",200
"2010-06-07 00:00:00",209
"2010-06-08 00:00:00",223
"2010-06-09 00:00:00",220
"2010-06-10 00:00:00",217
"2010-06-11 00:00:00",247
"2010-06-12 00:00:00",213
"2010-06-13 00:00:00",239
"2010-06-14 00:00:00",257
"2010-06-15 00:00:00",269
"2010-06-16 00:00:00",192
"2010-06-17 00:00:00",204
"2010-06-18 00:00:00",193
"2010-06-19 00:00:00",214
"2010-06-20 00:00:00",228
"2010-06-21 00:00:00",242
"2010-06-22 00:00:00",227
"2010-06-23 00:00:00",257
"2010-06-24 00:00:00",240
"2010-06-25 00:00:00",210
"2010-06-26 00:00:00",201
"2010-06-27 00:00:00",234
"2010-06-28 00:00:00",230
"2010-06-29 00:00:00",264
"2010-06-30 00:00:00",273
"2010-07-01 00:00:00",284
"2010-07-02 00:00:00",241
"2010-07-03 00:00:00",286
"2010-07-04 00:00:00",224
"2010-07-05 00:00:00",252
"2010-07-06 00:00:00",208
"2010-07-07 00:00:00",218
"2010-07-08 00:00:00",223
"2010-07-09 00:00:00",268
"2010-07-10 00:00:00",240
"2010-07-11 00:00:00",353
"2010-07-12 00:00:00",2300
"2010-07-13 00:00:00",1479
"2010-07-14 00:00:00",6132
"2010-07-15 00:00:00",1330
"2010-07-16 00:00:00",1181
"2010-07-17 00:00:00",408
"2010-07-18 00:00:00",420
"2010-07-19 00:00:00",528
"2010-07-20 00:00:00",594
"2010-07-21 00:00:00",463
"2010-07-22 00:00:00",397
"2010-07-23 00:00:00",411
"2010-07-24 00:00:00",894
"2010-07-25 00:00:00",1823
"2010-07-26 00:00:00",467
"2010-07-27 00:00:00",426
"2010-07-28 00:00:00",1951
"2010-07-29 00:00:00",1867
"2010-07-30 00:00:00",325
"2010-07-31 00:00:00",295
"2010-08-01 00:00:00",364
"2010-08-02 00:00:00",398
"2010-08-03 00:00:00",648
"2010-08-04 00:00:00",439
"2010-08-05 00:00:00",515
"2010-08-06 00:00:00",359
"2010-08-07 00:00:00",273
"2010-08-08 00:00:00",391
"2010-08-09 00:00:00",424
"2010-08-10 00:00:00",340
"2010-08-11 00:00:00",412
"2010-08-12 00:00:00",392
"2010-08-13 00:00:00",516
"2010-08-14 00:00:00",434
"2010-08-15 00:00:00",315
"2010-08-16 00:00:00",453
"2010-08-17 00:00:00",318
"2010-08-18 00:00:00",377
"2010-08-19 00:00:00",325
"2010-08-20 00:00:00",423
"2010-08-21 00:00:00",342
"2010-08-22 00:00:00",366
"2010-08-23 00:00:00",369
"2010-08-24 00:00:00",379
"2010-08-25 00:00:00",365
"2010-08-26 00:00:00",368
"2010-08-27 00:00:00",294
"2010-08-28 00:00:00",339
"2010-08-29 00:00:00",260
"2010-08-30 00:00:00",329
"2010-08-31 00:00:00",441
"2010-09-01 00:00:00",380
"2010-09-02 00:00:00",321
"2010-09-03 00:00:00",319
"2010-09-04 00:00:00",274
"2010-09-05 00:00:00",311
"2010-09-06 00:00:00",278
"2010-09-07 00:00:00",282
"2010-09-08 00:00:00",339
"2010-09-09 00:00:00",324
"2010-09-10 00:00:00",360
"2010-09-11 00:00:00",305
"2010-09-12 00:00:00",379
"2010-09-13 00:00:00",436
"2010-09-14 00:00:00",424
"2010-09-15 00:00:00",430
"2010-09-16 00:00:00",438
"2010-09-17 00:00:00",361
"2010-09-18 00:00:00",399
"2010-09-19 00:00:00",355
"2010-09-20 00:00:00",465
"2010-09-21 00:00:00",810
"2010-09-22 00:00:00",673
"2010-09-23 00:00:00",655
"2010-09-24 00:00:00",501
"2010-09-25 00:00:00",532
"2010-09-26 00:00:00",400
"2010-09-27 00:00:00",603
"2010-09-28 00:00:00",491
"2010-09-29 00:00:00",975
"2010-09-30 00:00:00",365
"2010-10-01 00:00:00",584
"2010-10-02 00:00:00",501
"2010-10-03 00:00:00",377
"2010-10-04 00:00:00",407
"2010-10-05 00:00:00",371
"2010-10-06 00:00:00",407
"2010-10-07 00:00:00",340
"2010-10-08 00:00:00",363
"2010-10-09 00:00:00",401
"2010-10-10 00:00:00",363
"2010-10-11 00:00:00",342
"2010-10-12 00:00:00",352
"2010-10-13 00:00:00",364
"2010-10-14 00:00:00",367
"2010-10-15 00:00:00",328
"2010-10-16 00:00:00",441
"2010-10-17 00:00:00",457
"2010-10-18 00:00:00",579
"2010-10-19 00:00:00",924
"2010-10-20 00:00:00",713
"2010-10-21 00:00:00",552
"2010-10-22 00:00:00",602
"2010-10-23 00:00:00",517
"2010-10-24 00:00:00",552
"2010-10-25 00:00:00",410
"2010-10-26 00:00:00",518
"2010-10-27 00:00:00",568
"2010-10-28 00:00:00",486
"2010-10-29 00:00:00",467
"2010-10-30 00:00:00",426
"2010-10-31 00:00:00",307
"2010-11-01 00:00:00",351
"2010-11-02 00:00:00",286
"2010-11-03 00:00:00",347
"2010-11-04 00:00:00",342
"2010-11-05 00:00:00",442
"2010-11-06 00:00:00",394
"2010-11-07 00:00:00",451
"2010-11-08 00:00:00",515
"2010-11-09 00:00:00",409
"2010-11-10 00:00:00",397
"2010-11-11 00:00:00",395
"2010-11-12 00:00:00",286
"2010-11-13 00:00:00",343
"2010-11-14 00:00:00",416
"2010-11-15 00:00:00",4871
"2010-11-16 00:00:00",9105
"2010-11-17 00:00:00",435
"2010-11-18 00:00:00",1494
"2010-11-19 00:00:00",9632
"2010-11-20 00:00:00",9731
"2010-11-21 00:00:00",10044
"2010-11-22 00:00:00",343
"2010-11-23 00:00:00",341
"2010-11-24 00:00:00",3936
"2010-11-25 00:00:00",4983
"2010-11-26 00:00:00",1314
"2010-11-27 00:00:00",445
"2010-11-28 00:00:00",454
"2010-11-29 00:00:00",454
"2010-11-30 00:00:00",454
"2010-12-01 00:00:00",512
"2010-12-02 00:00:00",460
"2010-12-03 00:00:00",384
"2010-12-04 00:00:00",418
"2010-12-05 00:00:00",434
"2010-12-06 00:00:00",465
"2010-12-07 00:00:00",573
"2010-12-08 00:00:00",523
"2010-12-09 00:00:00",486
"2010-12-10 00:00:00",373
"2010-12-11 00:00:00",550
"2010-12-12 00:00:00",643
"2010-12-13 00:00:00",646
"2010-12-14 00:00:00",653
"2010-12-15 00:00:00",642
"2010-12-16 00:00:00",531
"2010-12-17 00:00:00",462
"2010-12-18 00:00:00",499
"2010-12-19 00:00:00",551
"2010-12-20 00:00:00",932
"2010-12-21 00:00:00",629
"2010-12-22 00:00:00",660
"2010-12-23 00:00:00",519
"2010-12-24 00:00:00",531
"2010-12-25 00:00:00",634
"2010-12-26 00:00:00",584
"2010-12-27 00:00:00",526
"2010-12-28 00:00:00",661
"2010-12-29 00:00:00",513
"2010-12-30 00:00:00",593
"2010-12-31 00:00:00",555
"2011-01-01 00:00:00",659
"2011-01-02 00:00:00",569
"2011-01-03 00:00:00",1128
"2011-01-04 00:00:00",979
"2011-01-05 00:00:00",1310
"2011-01-06 00:00:00",694
"2011-01-07 00:00:00",1020
"2011-01-08 00:00:00",1436
"2011-01-09 00:00:00",1223
"2011-01-10 00:00:00",1312
"2011-01-11 00:00:00",1362
"2011-01-12 00:00:00",1162
"2011-01-13 00:00:00",1266
"2011-01-14 00:00:00",1262
"2011-01-15 00:00:00",962
"2011-01-16 00:00:00",931
"2011-01-17 00:00:00",830
"2011-01-18 00:00:00",818
"2011-01-19 00:00:00",917
"2011-01-20 00:00:00",924
"2011-01-21 00:00:00",1166
"2011-01-22 00:00:00",1422
"2011-01-23 00:00:00",1081
"2011-01-24 00:00:00",1319
"2011-01-25 00:00:00",889
"2011-01-26 00:00:00",1005
"2011-01-27 00:00:00",841
"2011-01-28 00:00:00",1081
"2011-01-29 00:00:00",1347
"2011-01-30 00:00:00",2592
"2011-01-31 00:00:00",1393
"2011-02-01 00:00:00",1013
"2011-02-02 00:00:00",896
"2011-02-03 00:00:00",789
"2011-02-04 00:00:00",954
"2011-02-05 00:00:00",832
"2011-02-06 00:00:00",909
"2011-02-07 00:00:00",892
"2011-02-08 00:00:00",846
"2011-02-09 00:00:00",1227
"2011-02-10 00:00:00",2034
"2011-02-11 00:00:00",2355
"2011-02-12 00:00:00",1912
"2011-02-13 00:00:00",1822
"2011-02-14 00:00:00",2006
"2011-02-15 00:00:00",2224
"2011-02-16 00:00:00",2090
"2011-02-17 00:00:00",2250
"2011-02-18 00:00:00",2056
"2011-02-19 00:00:00",1583
"2011-02-20 00:00:00",1939
"2011-02-21 00:00:00",1970
"2011-02-22 00:00:00",2196
"2011-02-23 00:00:00",2263
"2011-02-24 00:00:00",2109
"2011-02-25 00:00:00",2060
"2011-02-26 00:00:00",1952
"2011-02-27 00:00:00",2269
"2011-02-28 00:00:00",1720
"2011-03-01 00:00:00",2729
"2011-03-02 00:00:00",2009
"2011-03-03 00:00:00",3204
"2011-03-04 00:00:00",1982
"2011-03-05 00:00:00",2048
"2011-03-06 00:00:00",2031
"2011-03-07 00:00:00",1926
"2011-03-08 00:00:00",2440
"2011-03-09 00:00:00",1834
"2011-03-10 00:00:00",1661
"2011-03-11 00:00:00",1884
"2011-03-12 00:00:00",2956
"2011-03-13 00:00:00",2711
"2011-03-14 00:00:00",2643
"2011-03-15 00:00:00",2854
"2011-03-16 00:00:00",3183
"2011-03-17 00:00:00",3367
"2011-03-18 00:00:00",2371
"2011-03-19 00:00:00",3189
"2011-03-20 00:00:00",4076
"2011-03-21 00:00:00",5855
"2011-03-22 00:00:00",2238
"2011-03-23 00:00:00",4570
"2011-03-24 00:00:00",2164
"2011-03-25 00:00:00",1999
"2011-03-26 00:00:00",3335
"2011-03-27 00:00:00",2463
"2011-03-28 00:00:00",2931
"2011-03-29 00:00:00",2718
"2011-03-30 00:00:00",1756
"2011-03-31 00:00:00",2095
"2011-04-01 00:00:00",1579
"2011-04-02 00:00:00",1772
"2011-04-03 00:00:00",1805
"2011-04-04 00:00:00",2309
"2011-04-05 00:00:00",2119
"2011-04-06 00:00:00",1864
"2011-04-07 00:00:00",1677
"2011-04-08 00:00:00",1767
"2011-04-09 00:00:00",1733
"2011-04-10 00:00:00",1744
"2011-04-11 00:00:00",1943
"2011-04-12 00:00:00",2077
"2011-04-13 00:00:00",2371
"2011-04-14 00:00:00",2881
"2011-04-15 00:00:00",2018
"2011-04-16 00:00:00",2154
"2011-04-17 00:00:00",2257
"2011-04-18 00:00:00",3035
"2011-04-19 00:00:00",3598
"2011-04-20 00:00:00",2969
"2011-04-21 00:00:00",1915
"2011-04-22 00:00:00",2097
"2011-04-23 00:00:00",2310
"2011-04-24 00:00:00",2273
"2011-04-25 00:00:00",2592
"2011-04-26 00:00:00",3455
"2011-04-27 00:00:00",4580
"2011-04-28 00:00:00",3035
"2011-04-29 00:00:00",3534
"2011-04-30 00:00:00",4473
"2011-05-01 00:00:00",3949
"2011-05-02 00:00:00",3095
"2011-05-03 00:00:00",2935
"2011-05-04 00:00:00",2800
"2011-05-05 00:00:00",3464
"2011-05-06 00:00:00",3290
"2011-05-07 00:00:00",3887
"2011-05-08 00:00:00",2898
"2011-05-09 00:00:00",3516
"2011-05-10 00:00:00",3151
"2011-05-11 00:00:00",3090
"2011-05-12 00:00:00",3361
"2011-05-13 00:00:00",4064
"2011-05-14 00:00:00",4414
"2011-05-15 00:00:00",3770
"2011-05-16 00:00:00",4349
"2011-05-17 00:00:00",4464
"2011-05-18 00:00:00",5581
"2011-05-19 00:00:00",4663
"2011-05-20 00:00:00",4795
"2011-05-21 00:00:00",4964
"2011-05-22 00:00:00",5282
